,Unnamed: 0,avg_vol_3m,change,company_name,last_price,market_cap,pe_ratio_ttm,percent_change,sector_name,symbol,volume,Apr_1_2024,Mar_1_2024,Feb_1_2024,Jan_1_2024,Dec_1_2023,Nov_1_2023,Oct_1_2023,Sep_1_2023,Aug_1_2023,Jul_1_2023,Jun_1_2023,May_1_2023,Apr_1_2023,Mar_1_2023,Feb_1_2023,Jan_1_2023,Dec_1_2022,Nov_1_2022,Oct_1_2022,Sep_1_2022,Aug_1_2022,Jul_1_2022,Jun_1_2022,May_1_2022,Apr_1_2022,Mar_1_2022,Feb_1_2022,Jan_1_2022,Dec_1_2021,Nov_1_2021,Oct_1_2021,Sep_1_2021,Aug_1_2021,Jul_1_2021,Jun_1_2021,May_1_2021,Apr_1_2021,Mar_1_2021,Feb_1_2021,Jan_1_2021,Dec_1_2020,Nov_1_2020,Oct_1_2020,Sep_1_2020,Aug_1_2020,Jul_1_2020,Jun_1_2020,May_1_2020,Apr_1_2020,Mar_1_2020,Feb_1_2020,Jan_1_2020,Dec_1_2019,Nov_1_2019,Oct_1_2019,Sep_1_2019,Aug_1_2019,Jul_1_2019,Jun_1_2019,May_1_2019,3m_change,3m_rolling_avg,3m_volatility,6m_change,6m_rolling_avg,6m_volatility,12m_change,12m_rolling_avg,12m_volatility,recommendation
865,865,"379,535",-0.75,California Water Service Group,45.82,2646292736,50.35,-1.61%,Utilities,CWT,45234,45.45,46.48,45.89,45.27,51.87,50.57,48.68,47.31,50.25,53.02,51.63,56.91,56.08,58.2,57.24,61.17,60.64,64.93,62.06,52.69,58.53,60.08,55.55,53.67,51.87,59.28,56.93,62.09,71.86,63.01,60.88,58.93,63.55,62.68,55.54,56.84,58.75,56.34,54.95,54.64,54.03,49.48,44.57,43.45,45.34,46.87,47.7,47.0,44.92,50.32,47.96,52.56,51.56,51.4,55.97,52.93,56.44,53.39,50.63,49.22,-0.9588145565482628,45.94,0.4219794623754391,-10.124579790389554,47.58833333333334,2.6230670131652274,-20.13705851344227,49.44416666666667,3.4282975812428464,Hold
866,866,"232,750",-0.8,American States Water Company,69.96,2604533760,20.82,-1.13%,Utilities,AWR,8580,68.97,72.24,71.41,74.6,80.42,79.9,78.05,78.68,84.21,88.41,87.0,88.82,88.75,88.89,89.3,94.17,92.55,97.99,90.46,77.95,82.97,87.17,81.51,79.25,78.66,89.02,84.16,92.23,103.44,94.18,90.84,85.52,92.21,88.32,79.56,79.37,79.19,75.62,73.05,77.26,79.51,73.82,74.69,74.95,76.08,76.88,78.63,82.01,79.37,81.74,76.59,88.56,86.64,85.29,95.13,89.86,92.53,77.47,75.24,72.94,-3.4168883909816525,70.87333333333332,1.387860063390957,-13.679599499374225,74.58999999999999,4.270136609836586,-22.348570141859938,79.3925,6.463834162734478,Hold
867,867,"131,264",-1.36,Chesapeake Utilities Corporation,105.53,2349878784,22.26,-1.27%,Utilities,CPK,2925,105.72,107.3,102.03,101.28,105.63,95.6,88.61,97.75,110.1,118.24,119.0,127.7,123.5,127.99,128.09,126.08,118.18,119.73,124.38,115.39,126.3,137.13,129.55,133.57,125.17,137.76,132.95,136.21,145.81,127.36,131.07,120.05,130.7,124.59,120.33,114.56,118.52,116.08,105.73,101.43,108.21,104.01,97.21,84.3,81.8,84.49,84.0,90.34,87.88,85.71,85.5,96.21,95.83,91.14,94.8,95.32,94.58,93.46,95.02,90.78,3.6165833578359283,105.01666666666665,2.2082018828801746,10.585774058577412,102.92666666666666,3.903680599411564,-17.212216131558343,106.58,10.492298763061093,Buy
868,868,1.047M,-0.44,Atlantica Sustainable Infrastructure plc,19.97,2319695104,53.97,-2.15%,Utilities,AY,138866,18.51,18.48,17.96,19.18,21.5,19.02,18.11,19.1,22.45,24.12,23.44,24.17,26.62,29.56,27.6,27.42,25.9,27.9,27.71,26.3,33.42,35.66,32.26,32.65,30.9,35.07,33.75,32.63,35.76,38.36,39.35,34.51,37.61,39.76,37.22,36.35,38.55,36.63,36.15,41.35,37.98,34.39,29.49,28.61,30.03,29.97,29.1,26.2,23.94,22.3,28.91,28.73,26.39,25.92,24.01,24.09,23.79,23.19,22.67,21.45,3.062360801781741,18.316666666666666,0.25249862485874175,-2.681388012618286,19.10833333333333,1.1405030566474696,-23.41745966073645,20.50333333333333,2.347272649030975,Hold
870,870,"184,709",-0.67,SJW Group,54.46,1746009344,20.32,-1.22%,Utilities,SJW,5770,54.09,56.59,55.06,59.54,65.35,65.64,62.48,60.11,65.76,70.46,70.11,76.53,75.92,76.13,76.44,77.41,81.19,74.69,70.68,57.6,64.3,65.66,62.41,61.85,59.0,69.58,65.22,68.86,73.2,67.35,65.92,66.06,69.33,68.93,63.3,64.45,65.55,62.99,62.68,66.17,69.36,65.6,60.69,60.86,62.53,62.46,62.11,62.84,59.53,57.77,61.18,73.35,71.06,70.82,72.35,68.29,68.33,64.89,60.77,61.63,-1.761714493280056,55.24666666666667,1.0291204443061506,-17.595978062157215,59.37833333333333,4.641922793651592,-29.321834574676593,63.47666666666667,6.524068686197457,Hold
871,871,"379,380",-0.12,Northwest Natural Holding Company,38.465,1462720128,14.85,-0.30%,Utilities,NWN,16754,38.0,37.22,36.74,36.86,38.94,36.62,36.71,38.16,39.28,42.97,43.05,42.7,46.96,47.56,48.34,50.14,47.59,50.11,48.09,43.38,47.61,53.67,53.1,54.29,47.83,51.72,52.01,47.34,48.78,43.12,45.09,45.99,51.45,52.29,52.52,52.88,53.92,53.95,47.99,46.71,45.99,47.92,44.44,45.39,51.11,53.49,55.79,64.11,65.1,61.75,65.77,73.38,73.73,68.77,69.36,71.34,71.36,71.42,69.5,68.82,3.429504627109412,37.32,0.5192301994298861,3.7684325505188494,37.39666666666667,0.8265927386298254,-11.007025761124128,38.9375,2.4385484924438146,Hold
873,873,1.699M,-1.11,"CBRE Group, Inc.",85.655,26291716096,27.19,-1.29%,Real Estate,CBRE,133658,86.04,97.24,91.89,86.31,93.09,78.96,69.34,73.86,85.05,83.31,80.71,74.92,76.66,72.81,85.14,85.51,76.96,79.6,70.94,67.51,78.96,85.62,73.61,82.84,83.04,91.52,96.85,101.34,108.51,95.57,104.08,97.36,96.3,96.46,85.73,87.78,85.2,79.11,75.77,60.98,62.72,61.14,50.4,46.97,47.03,43.81,45.22,43.98,42.93,37.71,56.14,61.05,61.29,57.02,53.55,53.01,52.27,53.01,51.3,45.7,-6.366307541625852,91.72333333333334,4.573899381879264,8.966565349544089,88.92166666666668,5.91242030719137,14.842498665242932,83.39333333333335,7.975195225753969,Buy
874,874,2.05M,-0.41,Equity Residential,64.2,24327946240,27.44,-0.63%,Real Estate,EQR,269659,62.54,63.11,60.21,60.19,61.16,56.84,55.33,58.71,64.83,65.94,65.97,60.8,63.25,60.0,62.52,63.65,59.0,64.86,63.02,67.22,73.18,78.39,72.22,76.83,81.5,89.92,85.3,88.73,90.5,85.31,86.4,80.92,84.07,84.13,77.0,77.45,74.23,71.63,65.41,61.64,59.28,57.92,46.98,51.33,56.45,53.63,58.82,60.56,65.06,61.71,75.1,83.08,80.92,85.1,88.66,86.26,84.76,78.89,75.92,76.57,3.869789071582791,61.95333333333334,1.2544941432926475,10.028149190710758,60.67500000000001,2.0331154254821167,2.861842105263161,61.30250000000001,3.2344941000616045,Buy
877,877,1.05M,-3.31,SBA Communications Corporation,195.69,21138630656,42.36,-1.66%,Real Estate,SBAC,81501,196.8,216.7,209.23,223.86,253.69,246.96,208.63,200.17,224.53,218.95,231.76,221.78,260.89,261.07,259.35,297.53,280.31,299.3,269.9,284.65,325.25,335.79,320.05,336.61,347.11,344.1,303.39,325.44,389.02,343.8,345.33,330.57,358.97,340.99,318.7,298.12,299.72,277.55,255.13,268.67,282.13,287.18,290.37,318.48,306.07,311.54,297.92,314.13,289.92,269.97,265.09,249.56,240.99,236.47,240.65,241.15,262.43,245.41,224.84,216.41,-5.94083066481861,207.57666666666668,8.20782688792972,-20.310981535471328,224.54,20.075734108619788,-11.263414194246547,221.08833333333334,16.363734717016435,Sell
878,878,3.118M,-0.34,Invitation Homes Inc.,33.97,20806115328,39.96,-0.99%,Real Estate,INVH,152341,33.78,35.61,34.07,32.93,34.11,33.36,29.69,31.69,34.09,35.5,34.4,33.88,33.37,31.23,31.26,32.5,29.64,32.63,31.69,33.77,36.28,39.03,35.58,37.72,39.82,40.18,37.8,41.98,45.34,40.44,41.25,38.33,41.18,40.68,37.29,36.27,35.06,31.99,29.14,29.48,29.7,28.58,27.26,27.99,28.63,29.82,27.53,26.3,23.65,21.37,28.69,31.47,29.97,30.53,30.79,29.61,28.76,27.47,26.73,25.63,-0.8511887290871709,34.48666666666667,0.803091249831272,1.258992805755401,33.97666666666667,0.8375294356352828,-0.29515938606848113,33.5925,1.542833567390425,Buy
879,879,1.018M,-3.95,"Alexandria Real Estate Equities, Inc.",115.7007,20234086400,109.15,-3.30%,Real Estate,ARE,101557,118.57,128.91,124.73,120.9,126.77,109.4,93.13,100.1,116.34,125.68,113.49,113.46,124.18,125.59,149.78,160.74,145.67,155.61,145.3,140.19,153.4,165.78,145.03,165.95,182.16,201.25,189.4,194.84,222.96,200.07,204.14,191.07,206.37,201.34,181.94,178.26,181.1,164.3,159.69,167.11,178.22,163.73,151.52,160.0,168.38,177.55,162.25,153.72,157.09,137.06,151.88,163.2,161.58,162.52,158.75,154.04,149.84,146.36,141.09,146.41,-4.938667521847198,124.07,4.247006789100611,8.382084095063973,121.54666666666667,6.435004964169714,4.5037898818967035,115.95666666666666,10.469968428266101,Buy
881,881,"393,140",-2.99,"Essex Property Trust, Inc.",244.75,16267381760,38.73,-1.21%,Real Estate,ESS,30391,239.89,244.81,231.4,233.27,247.94,213.46,213.92,212.09,238.39,243.55,234.3,216.06,219.73,209.14,228.06,226.07,211.92,220.38,222.24,242.23,265.06,286.53,261.51,283.85,329.27,345.48,317.17,332.5,352.23,339.44,339.93,319.74,330.74,328.1,300.01,295.29,290.52,271.84,254.79,239.61,237.42,245.88,204.59,200.79,216.51,220.74,229.17,242.77,244.1,220.24,283.36,309.76,300.86,312.18,327.13,326.65,321.26,302.22,291.93,291.74,3.668971477960233,238.70000000000002,5.538898807524829,12.381710859177353,235.12833333333333,11.309417044608834,11.029343700823837,230.7566666666667,12.794818178552683,Sell
883,883,"813,641",-1.31,"Mid-America Apartment Communities, Inc.",127.09,15234405376,26.98,-1.02%,Real Estate,MAA,56613,127.47,131.58,125.68,126.38,134.46,124.48,118.15,128.65,145.23,149.66,151.86,147.06,153.8,151.04,160.1,166.72,156.99,164.88,157.45,155.07,165.67,185.73,174.67,181.0,196.68,209.45,204.61,206.68,229.44,206.25,204.21,186.75,192.37,193.1,168.42,160.7,157.33,144.36,134.73,132.75,126.69,126.16,116.63,115.95,117.12,119.19,114.67,116.36,111.92,103.03,129.26,137.21,131.86,136.11,138.99,130.01,126.68,117.84,117.76,114.18,1.4242520687460152,128.24333333333334,2.469957264587569,2.4019922879177336,128.34166666666667,3.524336422962803,-13.321093431252551,134.22166666666666,10.827331029493012,Hold
884,884,3.65M,-0.41,American Homes 4 Rent,35.16,14686297088,34.81,-1.15%,Real Estate,AMH,131351,35.51,36.78,37.01,35.05,35.96,36.27,32.74,33.69,36.04,37.48,35.45,34.28,33.26,31.45,31.02,34.29,30.14,33.07,31.94,32.81,35.56,37.88,35.44,36.96,39.61,40.03,38.01,39.13,43.61,40.09,40.6,38.12,41.94,42.0,38.85,38.07,37.04,33.34,31.14,30.23,30.0,28.72,28.27,28.48,28.64,29.0,26.9,25.24,24.14,23.2,25.89,27.33,26.21,26.71,26.47,25.89,25.58,24.21,24.31,24.41,-4.05295865982167,36.43333333333333,0.6596126809642835,-2.0953956437827546,36.096666666666664,0.6818520530307314,3.588098016336047,35.52166666666667,1.3390471321884905,Buy
885,885,5.78M,-0.33,"Host Hotels & Resorts, Inc.",19.005,13562575872,18.27,-1.68%,Real Estate,HST,180036,19.0,20.68,20.74,19.22,19.47,17.47,15.48,16.07,15.79,18.4,16.83,16.6,16.17,16.49,16.8,18.85,16.05,18.94,18.88,15.88,17.77,17.81,15.68,19.99,20.35,19.43,18.27,17.34,17.39,15.7,16.83,16.33,16.56,15.93,17.09,17.17,18.16,16.85,16.59,13.55,14.63,14.03,10.48,10.79,11.23,10.78,10.79,11.94,12.31,11.04,14.48,16.34,18.55,17.49,16.39,17.29,16.04,17.39,18.22,18.11,-8.389585342333648,20.14,0.8064738061462375,8.757870635374935,19.43,1.106857413280199,14.457831325301196,17.979166666666664,1.780994377369626,Buy
886,886,2.376M,-0.15,"Hawaiian Electric Industries, Inc.",10.725,1182999680,5.93,-1.42%,Utilities,HE,186821,10.83,11.27,12.18,12.97,14.19,12.19,12.98,12.31,14.02,38.39,36.2,35.91,39.21,38.4,40.45,42.27,41.85,41.08,38.04,34.66,39.12,42.3,40.9,43.17,41.11,42.31,40.98,42.5,41.5,37.99,40.56,40.83,43.6,43.34,42.28,43.05,43.06,44.43,34.96,33.06,35.39,35.83,33.04,33.24,34.61,36.26,36.06,39.46,39.47,43.05,42.84,48.91,46.86,43.67,45.15,45.61,44.4,44.8,43.55,41.54,-11.08374384236453,11.426666666666668,0.5621585383343581,-11.156685808039372,12.271666666666667,1.1003395940445941,-69.84126984126985,18.619999999999997,10.570050457148568,Sell
888,888,"178,024",-0.93,Middlesex Water Company,48.15,857720064,27.36,-1.89%,Utilities,MSEX,4760,48.02,52.5,50.89,55.97,65.62,63.9,63.53,66.25,75.26,80.42,80.66,81.36,72.98,78.12,76.5,83.86,78.67,93.45,89.47,77.2,88.77,95.11,87.68,85.03,88.95,105.17,99.99,101.24,120.3,103.04,110.12,102.78,109.41,101.74,81.73,85.96,82.02,79.02,68.67,79.6,72.47,68.49,64.14,62.15,64.13,64.06,67.18,67.86,60.3,60.12,59.47,65.26,63.57,62.81,67.25,64.96,61.04,62.63,59.25,59.16,-5.639614855570834,50.470000000000006,1.8529076249685685,-24.851330203442874,56.15,6.542970782959883,-40.97836774827925,65.365,11.492213668393049,Hold
890,890,"52,722",-0.57,Unitil Corporation,50.23,811917696,17.81,-1.12%,Utilities,UTL,1441,50.17,52.35,50.96,47.52,52.57,48.48,45.67,42.71,48.82,52.04,50.71,52.69,55.59,57.04,54.32,52.17,51.36,54.82,52.71,46.45,52.09,54.77,58.72,57.81,51.0,49.88,50.49,46.94,45.99,41.44,41.75,42.78,49.6,52.92,52.97,54.85,57.63,45.69,41.84,40.77,44.27,40.88,34.55,38.64,42.2,43.15,44.82,48.17,50.31,52.32,56.34,61.69,61.82,61.04,62.27,63.44,60.37,58.57,59.89,56.86,-1.5502354788069057,51.160000000000004,0.9011474167230723,3.485973597359746,50.34166666666667,1.863611338831738,-4.782691212753836,49.557500000000005,2.94924036829825,Buy
891,891,"61,877",-0.36,The York Water Company,35.17,504133792,21.19,-1.01%,Utilities,YORW,5637,35.42,36.27,35.4,35.88,38.62,38.08,36.07,37.49,40.74,41.33,41.27,42.41,42.04,44.7,43.48,45.45,44.98,45.69,43.56,38.43,43.97,42.99,40.43,40.98,38.68,44.97,44.87,45.42,49.78,46.86,47.92,43.68,51.57,48.26,45.3,50.33,51.64,48.97,41.61,43.44,46.6,45.04,42.25,42.27,45.61,46.31,47.96,44.4,40.32,43.46,42.29,47.36,46.11,44.33,44.04,43.66,37.34,35.97,35.72,34.48,0.05649717514125178,35.696666666666665,0.40549010126293267,-6.985294117647051,36.61166666666667,1.2734260437453309,-16.481961801461907,38.248333333333335,2.471115919759509,Hold
892,892,"152,662",-0.16,Genie Energy Ltd.,15.68,429377984,32.00,-1.01%,Utilities,GNE,4451,16.1,15.08,18.24,18.61,28.13,24.25,19.84,14.73,15.31,13.41,14.14,14.09,15.57,13.82,11.42,10.95,10.34,9.97,9.77,9.35,10.44,9.63,9.16,8.23,6.49,6.75,6.16,5.03,5.57,5.15,4.95,6.53,6.76,5.89,6.32,6.1,5.6,6.34,7.55,7.38,7.21,8.3,8.29,8.0,8.84,8.13,7.36,8.61,7.88,7.18,6.92,7.23,7.73,8.09,7.45,7.46,7.16,11.02,10.65,9.34,-11.732456140350862,16.473333333333333,1.3167974618579554,-33.60824742268041,20.06833333333333,4.629209495751467,14.2654364797729,17.660833333333333,4.33431551369097,Sell
893,893,"158,867",-0.35,Consolidated Water Co. Ltd.,24.6,389390944,12.75,-1.40%,Utilities,CWCO,5378,24.25,29.31,29.56,31.93,35.6,36.09,29.52,28.44,26.64,19.56,24.23,19.52,16.9,16.43,15.33,14.65,14.8,14.56,18.36,15.38,16.2,15.55,14.5,14.15,10.88,11.06,9.79,10.16,10.64,10.89,11.11,11.4,12.17,12.68,11.73,12.31,11.77,13.45,12.95,12.67,12.05,10.96,10.06,10.41,12.03,12.27,14.43,14.83,15.02,16.4,16.16,17.11,16.3,16.68,17.54,16.49,14.66,14.03,14.26,13.55,-17.963464140730714,27.706666666666667,2.446362378898287,-32.80687170961486,31.123333333333335,4.048331617949412,24.231557377049185,27.887500000000003,5.151244388494882,Sell
894,894,"37,141",-0.31,Artesian Resources Corporation,34.58,354552224,20.71,-0.89%,Utilities,ARTNA,2976,34.84,37.11,34.47,36.5,41.45,42.05,39.3,41.99,46.16,45.56,47.22,49.5,54.78,55.36,56.33,58.9,58.58,54.56,52.28,48.12,54.63,51.56,49.17,49.08,46.5,48.55,46.48,48.2,46.33,42.76,40.22,38.17,39.41,39.08,36.77,41.24,40.45,39.38,37.0,40.88,37.08,36.97,35.23,34.47,35.19,35.08,36.29,35.11,34.53,37.38,34.33,37.72,37.21,37.2,37.1,37.0,36.4,35.98,37.17,35.61,1.073397156948084,35.473333333333336,1.1671141998774388,-17.146254458977396,37.73666666666667,2.982659141698152,-29.616161616161605,41.34583333333333,4.81374846720885,Hold
896,896,"51,590",-0.02,Pure Cycle Corporation,9.55,230047088,35.37,-0.21%,Utilities,PCYO,5288,9.64,9.5,9.97,9.79,10.47,10.0,9.56,9.6,10.99,12.32,11.0,9.72,9.87,9.45,8.83,8.97,10.48,10.61,8.63,8.35,10.32,10.56,10.54,11.3,10.45,12.02,11.85,12.82,14.6,14.56,15.69,13.31,14.95,15.46,13.82,14.14,15.27,13.42,11.76,10.67,11.23,9.54,8.8,9.01,9.76,9.03,9.19,10.16,10.27,11.15,12.37,12.99,12.59,12.42,11.18,10.28,10.85,10.87,10.6,9.42,-3.3099297893681046,9.703333333333333,0.19703355608175557,-3.5999999999999943,9.895,0.31073836797752136,-0.8230452674897125,10.213333333333331,0.8110624034081609,Hold
897,897,"15,141",0.05,"RGC Resources, Inc.",20.31,206418656,15.50,+0.25%,Utilities,RGCO,1857,19.4,20.24,18.76,19.11,20.34,17.55,15.64,17.3,18.08,20.12,20.03,20.7,19.15,23.19,24.28,23.5,22.05,24.28,21.27,21.06,21.37,19.96,19.07,20.36,20.75,21.61,21.97,22.47,23.01,21.42,22.12,22.5,24.08,25.36,25.21,22.88,21.69,22.18,22.71,22.51,23.78,24.26,23.8,23.45,23.32,23.2,24.17,26.4,24.87,28.93,27.45,25.32,28.58,29.38,29.17,29.24,28.38,28.78,30.52,27.23,3.411513859275037,19.46666666666667,0.6060436361260527,10.54131054131053,19.233333333333334,0.9432862179046653,-6.28019323671498,18.93916666666667,1.4677730202210721,Buy
898,898,2.894M,-0.01,"UDR, Inc.",37.88,13473196032,28.27,-0.03%,Real Estate,UDR,369543,37.01,37.41,35.5,36.02,38.29,33.4,31.81,35.67,39.9,40.88,42.96,39.67,41.33,41.06,42.84,42.59,38.73,41.47,39.76,41.71,44.87,48.4,46.04,47.8,53.21,57.37,54.87,56.84,59.99,56.73,55.53,52.98,54.02,54.99,48.98,47.63,46.45,43.86,41.17,38.45,38.43,38.47,31.24,32.61,34.81,36.2,37.38,36.98,37.47,36.54,44.98,47.91,46.7,48.05,50.25,48.48,48.18,46.06,44.89,44.78,4.253521126760558,36.63999999999999,0.822475936831385,10.808383233532933,36.27166666666667,1.571617178436134,-6.705318880766331,37.376666666666665,3.0430257237748677,Buy
900,900,1.326M,-0.49,"Equity LifeStyle Properties, Inc.",60.83,11898226688,33.06,-0.80%,Real Estate,ELS,71149,62.7,64.4,67.32,67.69,70.54,71.1,65.8,63.71,66.96,71.18,66.89,63.17,68.9,67.13,68.51,71.78,64.6,66.42,63.96,62.84,70.1,73.52,70.47,75.7,77.28,76.48,74.62,78.29,87.66,81.3,84.51,78.1,85.07,83.8,74.31,70.86,69.4,63.64,61.65,60.84,63.36,58.59,59.19,61.3,66.29,68.32,62.48,62.3,60.31,57.48,68.33,72.75,70.39,74.08,69.94,66.8,67.36,62.13,60.67,60.83,-6.862745098039202,64.80666666666667,1.907901697910265,-11.81434599156117,67.29166666666667,3.018268911515707,-0.744024062054771,66.78833333333334,2.8730292762556777,Hold
902,902,1.376M,-0.78,W. P. Carey Inc.,55.6799,12184098816,16.98,-1.38%,Real Estate,WPC,69607,56.22,56.44,56.33,61.96,64.81,62.24,52.55,52.97,63.71,66.14,66.17,67.93,72.67,75.86,79.49,83.77,76.54,77.18,74.73,68.36,82.3,87.46,81.16,82.41,79.11,79.18,75.81,76.0,80.36,74.78,75.52,71.54,76.51,79.03,73.09,73.9,73.35,69.3,67.13,65.03,69.13,67.79,61.32,63.82,67.94,69.9,66.26,58.68,64.43,56.89,75.82,82.39,78.39,81.7,90.17,87.66,87.95,84.76,79.51,81.3,-0.19527782709035937,56.330000000000005,0.0898146239020494,-9.672236503856046,59.666666666666664,3.45831204812727,-17.23833357868395,60.6225,5.205101864196962,Hold
903,903,1.432M,-0.35,"Gaming and Leisure Properties, Inc.",43.1,11701649408,15.56,-0.81%,Real Estate,GLPI,43979,42.98,46.07,45.48,45.65,49.35,46.73,45.39,45.55,47.4,47.46,48.46,48.14,52.0,52.06,53.88,53.56,52.09,52.61,50.12,44.24,48.27,51.99,45.86,46.82,44.38,46.93,45.41,45.18,48.66,45.12,48.49,46.32,49.3,47.34,46.33,46.36,46.49,42.43,44.4,41.13,42.4,41.54,36.35,36.93,36.35,36.21,34.6,34.54,28.24,27.71,44.67,47.26,43.05,42.2,40.36,38.24,39.12,37.71,38.98,39.49,-5.496921723834653,44.843333333333334,1.3394111475653117,-8.024823453884016,46.04333333333333,1.8824776817328346,-10.718737017033659,46.555,1.655161120052467,Hold
904,904,"408,929",-1.5,Lamar Advertising Company,112.56,11504757760,23.21,-1.32%,Real Estate,LAMR,11912,113.71,119.41,110.55,104.68,106.28,101.29,82.27,83.47,91.22,98.7,99.25,89.88,105.68,99.89,104.56,106.54,94.4,100.14,92.23,82.49,93.89,101.06,87.97,97.95,110.41,116.18,109.06,110.76,121.3,109.26,113.2,113.45,113.83,106.6,104.42,104.82,99.04,93.92,86.59,80.78,83.22,79.61,61.96,66.17,69.23,65.73,66.76,66.3,57.65,51.28,83.74,92.81,89.26,83.43,80.01,81.93,76.65,80.92,80.71,78.21,2.858435097241064,114.55666666666667,3.666290889835242,12.261822489880528,109.32,6.0255732783971085,26.513128615932352,100.05916666666667,11.21132868897448,Buy
905,905,1.216M,-0.72,Regency Centers Corporation,58.89,10946531328,28.87,-1.21%,Real Estate,REG,60009,59.21,60.56,61.95,62.67,67.0,62.78,60.26,59.44,62.2,65.53,61.77,56.27,61.43,61.18,62.9,66.63,62.5,66.43,60.51,53.85,60.84,64.43,59.31,68.21,68.83,71.34,65.89,71.75,75.35,69.34,70.41,67.33,68.62,65.41,64.07,64.6,63.66,56.71,54.78,47.18,45.59,45.58,35.59,38.02,39.71,41.03,45.89,42.79,43.91,38.43,57.44,62.04,63.09,65.04,67.24,69.49,64.51,66.7,66.74,65.96,-4.422921711057307,60.573333333333345,1.1186400473590945,-5.6865243708187325,62.36166666666668,2.4198031370800024,5.22480895681535,61.63666666666666,2.7279611841487448,Hold
906,906,1.147M,-1.38,Camden Property Trust,97.48,10407842816,26.35,-1.40%,Real Estate,CPT,52591,98.07,98.4,94.48,93.84,99.29,90.26,84.88,94.58,107.62,109.09,108.87,104.47,110.05,104.84,114.76,123.21,111.88,120.33,115.55,119.45,128.51,141.1,134.48,143.49,156.89,166.2,165.11,160.09,178.68,165.21,163.1,147.47,150.04,149.39,132.67,125.38,120.48,109.91,104.15,102.15,99.92,98.83,92.24,88.98,90.94,90.81,91.22,91.57,88.07,79.24,105.98,112.43,106.1,111.55,114.37,111.01,108.25,103.71,104.39,103.36,3.7997459779847467,96.98333333333333,1.7752433323037387,8.652780855306878,95.72333333333334,3.1710495984067406,-6.126160620273769,98.65416666666668,7.33529419806883,Buy
907,907,1.432M,-2.19,"Boston Properties, Inc.",60.75,9540725760,50.21,-3.48%,Real Estate,BXP,130710,61.34,65.31,64.72,66.5,70.17,56.93,53.57,59.48,66.77,66.63,57.59,48.67,53.36,54.12,65.48,74.54,67.58,72.08,72.7,74.97,79.43,91.16,88.98,111.18,117.6,128.8,122.31,112.08,115.18,107.84,113.64,108.35,112.99,117.38,114.59,117.56,109.35,101.26,99.13,91.27,94.53,98.16,72.41,80.3,86.87,89.09,90.38,85.98,97.18,92.23,128.94,143.35,137.86,138.54,137.2,129.66,128.42,132.95,129.0,130.83,-5.222496909765136,63.79,1.7490759465119468,7.746355173019504,64.16166666666668,4.152450748921921,26.032463529895217,61.473333333333336,6.102646056333997,Hold
911,911,21.23M,-16.42,Microsoft Corporation,392.64,2917488132096,35.57,-4.01%,Technology,MSFT,10072208,400.96,420.72,413.64,397.58,376.04,378.91,338.11,315.75,327.76,335.92,340.54,328.39,307.26,288.3,249.42,247.81,239.82,255.14,232.13,232.9,261.47,280.74,256.83,271.87,277.52,308.31,298.79,310.98,336.32,330.59,331.62,281.92,301.88,284.91,270.9,249.68,252.18,235.77,232.38,231.96,222.42,214.07,202.47,210.33,225.53,205.01,203.51,183.25,179.21,157.71,162.01,170.23,157.7,151.38,143.37,139.03,137.86,136.27,133.96,123.68,-3.065467556329177,411.77333333333337,8.174257696506098,5.8193238499907505,397.97499999999997,16.413469824100765,22.098724078077893,364.5266666666667,35.89046933224598,Sell
912,912,"6,722",-0.2,Ellomay Capital Ltd.,14.6,187647968,44.24,-1.35%,Utilities,ELLO,1012,15.21,15.71,17.62,15.69,14.95,13.15,10.5,15.52,14.54,16.7,18.0,16.8,13.8,12.0,12.5,17.9,14.91,15.2,19.01,19.9,26.03,26.0,22.39,24.27,26.1,26.6,27.2,25.68,28.4,29.36,28.79,26.36,27.5,28.5,30.8,29.81,30.81,30.64,30.88,31.39,33.62,34.25,36.62,29.0,28.93,26.63,21.03,19.9,20.77,14.19,16.53,20.5,18.45,12.8,11.96,13.48,13.23,13.0,11.19,8.9,-13.677639046538026,16.180000000000003,1.0384924971643594,15.665399239543728,15.388333333333335,1.3171233385256254,-9.464285714285712,15.365833333333335,1.9487109343244204,Sell
913,913,"20,382",0.05,"Via Renewables, Inc.",10.9,78836424,8.01,+0.46%,Utilities,VIA,238,10.86,10.81,10.84,10.61,9.4,9.1,5.66,7.35,8.79,8.17,6.96,10.52,10.35,18.38,29.3,33.55,25.55,32.3,34.95,34.55,42.65,40.6,38.3,42.35,35.7,41.2,55.75,57.2,57.15,55.85,55.75,50.95,56.0,55.65,56.65,51.95,52.9,53.4,49.85,54.85,47.85,46.4,45.6,41.6,45.95,37.75,35.35,41.1,36.1,31.35,42.8,47.45,46.15,55.15,47.85,52.75,47.3,54.7,55.95,49.0,0.18450184501844624,10.836666666666668,0.020548046676562817,19.34065934065934,10.270000000000001,0.7309810759064377,3.2319391634980974,9.089166666666666,1.6800568360094912,Buy
